sn,day,msg_log,label,prediction,memory,processor,cpu0,asserted,deasserted,caterr,correctable,ecc,uncorrectable,detected,system,0x3b,configuration,power,0x19,state,cpu_caterr,cpu0_status,temperature,cpu1_status,mcerr,error,failure,0x7d,ierr,supply,presence,chassis_control,reset,device,unknown,bios_boot_up,0xe0,machine,boot,disabled,s4s5,transition,up,microcontroller,initiated,125,0x17,0x10,button,0x13,0xf9,event,status,going
SERVER_22440,43853, unknown cpu0 mcerr |  | deasserted. system boot initiated | initiated by power up | asserted. power unit pwr unit status | power off/down | asserted. system event #0xff | timestamp clock sync | asserted. power unit pwr unit status | power off/down | deasserted. unknown cpu0 mcerr |  | asserted. unknown cpu0 caterr |  | deasserted. unknown cpu0 caterr |  | asserted.,1,1,0,0,4,5,3,2,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0
SERVER_22441,44048, unknown cpu0 caterr |  | asserted. unknown cpu0 mcerr |  | asserted.,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22447,44040, system event #0xff | timestamp clock sync | asserted. unknown cpu0 mcerr |  | asserted. system boot initiated | initiated by power up | asserted. unknown cpu0 caterr |  | asserted. microcontroller #0x3b | transition to running | asserted.,1,1,0,0,2,5,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0
SERVER_22461,43840, system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status�tota | s0/g0: working | asserted. processor cpu0_status | ierr | deasserted. power supply cpu_pgs | failure detected | asserted. system acpi power state acpi_pwr_status�tota | s4/s5: soft-off | asserted. microcontroller #0x16 | transition to running | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | ierr | asserted.,1,1,0,4,0,7,2,0,0,0,2,1,3,0,0,4,0,2,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0
SERVER_22463,43949, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. microcontroller #0x16 | transition to running | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. system acpi power state acpi_pwr_status�tota | s4/s5: soft-off | asserted.,1,1,0,2,0,4,1,0,0,0,2,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
SERVER_22464,44106, processor cpu0_status | ierr | asserted. microcontroller/coprocessor #0x16 | transition to running | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. microcontroller #0x16 | transition to running | asserted. system event #0xfe | timestamp clock sync | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. drive slot nvme1_status | drive present | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. drive slot / bay nvme1_status | drive present | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu0_status |  | deasserted. processor cpu0_status |  | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted.,1,0,0,6,0,12,3,0,0,0,2,0,5,0,0,3,0,2,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,2,0,1,2,1,1,4,0,0,0,0,0,0,1,0,0
SERVER_22478,43881, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. microcontroller #0x16 | transition to running | asserted. system acpi power state acpi_pwr_status�tota | s4/s5: soft-off | asserted. drive slot / bay nvme1_status | drive present | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status�tota | s0/g0: working | asserted. memory cpu0b0_dimm_stat | memory device disabled | asserted.,1,1,2,2,0,8,1,0,0,0,2,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0
SERVER_22491,43857, processor cpu0_status | uncorrectable machine check exception | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted.,0,1,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22496,43869, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted.,1,1,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22517,43988, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. microcontroller #0x16 | transition to running | asserted. memory cpu0a0_dimm_stat | memory device disabled | asserted. processor cpu0_status | ierr | deasserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | asserted.,1,1,2,4,0,8,2,0,0,0,2,0,4,0,0,3,0,2,0,4,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,2,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0
SERVER_22532,43934, processor cpu0_status | ierr | asserted. microcontroller #0x16 | transition to running | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. drive slot nvme1_status | drive present | asserted. processor cpu0_status |  | deasserted. microcontroller/coprocessor #0x16 | transition to running | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. drive slot / bay nvme1_status | drive present | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status |  | asserted. system event #0xfe | timestamp clock sync | asserted. processor cpu0_status | ierr | deasserted.,1,0,0,6,0,12,3,0,0,0,2,0,5,0,0,3,0,2,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,2,0,1,2,1,1,4,0,0,0,0,0,0,1,0,0
SERVER_22537,44109, processor cpu0_status | ierr | asserted. unknown #0x17 |  | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. microcontroller/coprocessor #0x16 | transition to running | asserted.,1,1,0,1,0,6,0,0,0,0,0,0,3,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0
SERVER_22544,44019, power supply cpu_pg | failure detected | asserted. power supply fpga_pg | failure detected | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status |  | asserted. processor cpu0_status | ierr | asserted.,1,3,0,2,0,5,0,0,0,0,0,2,1,0,0,3,0,1,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22560,43894, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status |  | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system event #0xfe | timestamp clock sync | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. drive slot nvme1_status | drive present | asserted. drive slot / bay nvme1_status | drive present | asserted. microcontroller/coprocessor #0x16 | transition to running | asserted. microcontroller #0x16 | transition to running | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status |  | deasserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted.,1,0,0,4,0,11,2,0,0,0,2,0,5,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,1,2,1,1,4,0,0,0,0,0,0,1,0,0
SERVER_22572,44047, power supply cpu_pg | failure detected | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. critical interrupt fp nmi diag int | nmi/diag interrupt | asserted. microcontroller #0x16 | transition to running | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu0_status | ierr | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | deasserted.,1,1,0,4,0,8,2,0,0,0,2,1,3,0,0,4,0,2,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0
SERVER_22574,44064, processor cpu0_status | uncorrectable machine check exception | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | ierr | asserted.,1,0,0,3,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22586,44037, microcontroller #0x16 | transition to running | asserted. processor cpu0_status |  | deasserted. processor cpu0_status |  | asserted. microcontroller/coprocessor #0x16 | transition to running | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,1,1,0,4,0,8,2,0,0,0,2,0,4,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0
SERVER_22592,44082, processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | ierr | asserted.,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22608,44089, processor cpu0_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu0_status | ierr | asserted. microcontroller #0x16 | transition to running | asserted. system event #0xfe | timestamp clock sync | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,1,1,0,2,0,6,1,0,0,0,0,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0
SERVER_22625,43909, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted.,1,1,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22637,43927, processor cpu0_status | uncorrectable machine check exception | asserted. microcontroller #0x16 | transition to running | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system event #0xfe | timestamp clock sync | asserted. processor cpu0_status | ierr | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. power supply cpu_pg | failure detected | asserted. processor cpu0_status | ierr | deasserted.,1,1,0,4,0,8,2,0,0,0,2,1,4,0,0,4,0,2,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,1,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0
SERVER_22646,43962, system acpi power state acpi_pwr_status | s0/g0: working | asserted. microcontroller #0x16 | transition to running | asserted. system event #0xfe | timestamp clock sync | asserted. processor cpu0_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. temperature cpu0_temp | upper critical going high | deasserted | reading 86 &gt; threshold 104 degrees c. temperature cpu0_temp | upper critical going high | asserted | reading 104 &gt; threshold 104 degrees c. unknown #0x17 |  | asserted. processor cpu0_status | ierr | asserted.,1,0,0,2,0,8,2,0,0,0,0,0,4,0,0,3,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,2
SERVER_22661,44108, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | asserted. power supply cpu_pg | failure detected | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. microcontroller #0x16 | transition to running | asserted.,1,1,0,2,0,5,0,0,0,0,1,1,1,0,0,2,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
SERVER_22671,43981, system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. microcontroller/coprocessor #0x16 | transition to running | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu0a0_dimm_stat | memory device disabled | asserted. system event #0xfe | timestamp clock sync | asserted. microcontroller #0x16 | transition to running | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | ierr | asserted. processor cpu0_status |  | asserted. processor cpu0_status |  | deasserted.,1,2,2,5,0,10,2,0,0,0,2,0,4,0,0,2,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,2,2,1,0,2,1,1,4,0,0,0,0,0,0,1,0,0
SERVER_22683,44146, microcontroller #0x16 | transition to running | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted.,1,1,0,2,0,6,1,0,0,0,2,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0
SERVER_22686,43893, processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | uncorrectable machine check exception | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | ierr | asserted.,0,0,0,3,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22686,43941, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status | ierr | asserted. processor cpu0_status | uncorrectable machine check exception | asserted.,1,0,0,3,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22690,44132, system boot initiated bios_boot_up | initiated by warm reset | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. microcontroller #0x16 | transition to running | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,1,1,0,2,0,6,1,0,0,0,2,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0
SERVER_22696,43930, processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,1,1,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22705,44146, processor cpu0_status | uncorrectable machine check exception | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | deasserted.,1,1,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22711,43997, system event sys_event | timestamp clock sync | asserted. processor cpu1_status | uncorrectable machine check exception | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. lan link_up | state deasserted | asserted. temperature dimmg0_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c. processor cpu2_status | ierr | asserted. system boot initiated bios_boot_up | initiated by hard reset | asserted. processor cpu3_status | ierr | asserted. processor cpu3_status | uncorrectable machine check exception | asserted. processor cpu2_status | uncorrectable machine check exception | asserted. temperature dimmg2_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c. temperature moc_fpga_temp | state asserted | asserted. lan link_up | state deasserted | deasserted. processor cpu1_status | ierr | asserted. temperature dimmg3_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c. processor cpu0_status | ierr | asserted. temperature moc_fpga_temp | state asserted | deasserted. temperature dimmg1_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c.,0,0,0,8,0,18,4,0,0,0,4,0,2,0,0,0,0,4,0,2,6,2,0,0,0,0,4,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4
SERVER_22734,43999, system event sys_event | timestamp clock sync | asserted. processor cpu2_status | ierr | asserted. memory #0x90 | correctable ecc logging limit reached | asserted. 1347 | oem record ef | aa17001220c2000800400e00cc. lan link_up | state deasserted | deasserted. lan link_up | state deasserted | asserted. 1348 | oem record ef | aa17001221c023e73246000000. processor cpu0_status | uncorrectable machine check exception | asserted. system event | timestamp clock sync | asserted. processor cpu3_status | uncorrectable machine check exception | asserted. processor cpu2_status | uncorrectable machine check exception | asserted. processor cpu1_status | ierr | asserted. processor cpu0_status | ierr | asserted. processor cpu3_status | ierr | asserted. processor cpu1_status | uncorrectable machine check exception | asserted. 1349 | oem record ef | aa170012228600000000000009.,0,0,1,8,0,12,3,0,1,1,4,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SERVER_22795,44133, memory #0xe2 | correctable ecc | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr | state asserted | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. unknown #0xc5 |  | asserted. os boot #0xe0 | boot completed - device not specified | asserted.,1,0,1,1,0,8,0,0,1,1,0,0,3,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22816,44094, processor cpu0_status | ierr | asserted. processor cpu1_status | ierr | asserted. processor cpu0_status | configuration error | asserted.,1,1,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22846,44016, microcontroller bmc_boot_up | device enabled | asserted. power supply ps1_status | presence detected | asserted. processor cpu1_status | presence detected | asserted. button button_pressed | power button pressed | asserted. processor cpu0_status | presence detected | asserted. processor cpu0_status | ierr | deasserted. microcontroller/coprocessor bmc_boot_up | device enabled | asserted. management subsystem health system_health | sensor access degraded or unavailable | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. power supply ps2_status | presence detected | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,1,0,0,3,0,13,1,0,0,0,0,4,4,0,0,6,0,2,0,2,0,1,0,0,0,0,1,2,4,0,1,2,0,2,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,0,0
SERVER_22851,43996, memory cpu0d1_dimm_stat | correctable ecc | asserted. memory cpu0d1_dimm_stat | memory device disabled | asserted. memory cpu0d0_dimm_stat | correctable ecc | asserted. processor cpu1_status | configuration error | deasserted. memory cpu0d1_dimm_stat | correctable ecc | deasserted. memory cpu0d1_dimm_stat | memory device disabled | deasserted. memory cpu0d0_dimm_stat | uncorrectable ecc | deasserted. memory cpu0d0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,1,2,9,2,0,6,4,0,3,5,2,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22853,44016, microcontroller/coprocessor bmc_boot_up | device enabled | asserted. button button_pressed | power button pressed | asserted. microcontroller bmc_boot_up | device enabled | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu1_status | presence detected | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | presence detected | asserted. processor cpu0_status | ierr | deasserted. power supply ps1_status | presence detected | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. management subsystem health system_health | sensor access degraded or unavailable | asserted. power supply ps2_status | presence detected | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted.,1,0,0,3,0,13,1,0,0,0,0,4,4,0,0,6,0,2,0,2,0,1,0,0,0,0,1,2,4,0,1,2,0,2,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,0,0
SERVER_22861,44041, processor cpu1_status | configuration error | asserted. processor cpu1_status | configuration error | deasserted. processor cpu0_status | configuration error | deasserted. processor cpu0_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,1,1,0,4,0,3,2,0,0,0,0,0,1,0,4,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22870,44073, system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. memory cpu1b0_dimm_stat | correctable ecc | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | asserted. processor cpu0_status | ierr | deasserted.,1,1,1,2,0,5,2,0,1,1,0,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_22875,44092, power supply ps1_status | power supply ac lost | asserted. processor cpu0_status | ierr | asserted. power supply ps1_status | power supply ac lost | deasserted. power supply ps2_status | power supply ac lost | deasserted. power supply ps2_status | power supply ac lost | asserted. processor cpu1_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted.,1,1,0,2,0,5,2,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22902,44051, management subsys health system_health | sensor access degraded or unavailable | deasserted. management subsys health system_health | sensor access degraded or unavailable | asserted. management subsystem health system_health | sensor access degraded or unavailable | asserted. processor cpu0_status | ierr | asserted. management subsystem health system_health | sensor access degraded or unavailable | deasserted. processor cpu1_status | ierr | asserted.,1,1,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22904,44115, system boot initiated bios_boot_up | initiated by power up | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu0_status | ierr | deasserted. processor cpu0_status | ierr | asserted.,1,1,0,2,0,5,1,0,0,0,0,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_22910,44138, management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | ierr | asserted. processor cpu0_status | ierr | asserted.,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_22913,44107, management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | ierr | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. power supply ps2_status | presence detected | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. microcontroller bmc_boot_up | device enabled | asserted. microcontroller/coprocessor bmc_boot_up | device enabled | asserted. button button_pressed | power button pressed | asserted. management subsystem health system_health | sensor access degraded or unavailable | deasserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. processor cpu1_status | ierr | deasserted. processor cpu1_status | presence detected | asserted. power supply ps1_status | presence detected | asserted. processor cpu0_status | presence detected | asserted. temperature cpu1_margin_temp | lower critical going low  | asserted | reading 0. management subsystem health system_health | sensor access degraded or unavailable | asserted.,1,1,0,4,0,14,3,0,0,0,0,4,3,0,0,6,0,2,0,1,1,3,0,0,0,0,2,2,4,0,0,2,0,1,0,0,1,0,1,0,1,1,2,0,0,0,2,0,0,0,0,1
SERVER_22915,44004, processor cpu1_status | ierr | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | ierr | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. processor cpu1_status | ierr | deasserted.,1,1,0,4,0,6,3,0,0,0,0,0,3,0,0,2,0,2,0,2,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_22917,44017, management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | ierr | asserted. processor cpu0_status | ierr | asserted.,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
