sn,day,msg_log,label,prediction,memory,processor,cpu0,asserted,deasserted,caterr,correctable,ecc,uncorrectable,detected,system,0x3b,configuration,power,0x19,state,cpu_caterr,cpu0_status,temperature,cpu1_status,mcerr,error,failure,0x7d,ierr,supply,presence,chassis_control,reset,device,unknown,bios_boot_up,0xe0,machine,boot,disabled,s4s5,transition,up,microcontroller,initiated,125,0x17,0x10,button,0x13,0xf9,event,status,going
SERVER_10789,2020-07-28, drive slot / bay hdd_l_27_status | drive fault | asserted. drive slot / bay hdd_l_27_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10792,2020-07-31, drive slot / bay hdd_l_1_status | drive fault | asserted. drive slot / bay hdd_l_1_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10794,2020-10-02, drive slot / bay hdd_l_24_status | drive fault | asserted. drive slot / bay hdd_l_24_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10802,2020-03-18, drive slot / bay hdd_r_29_status | drive fault | deasserted. drive slot / bay hdd_r_29_status | drive fault | asserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10805,2020-07-15, drive slot / bay hdd_l_9_status | drive fault | deasserted. drive slot / bay hdd_r_29_status | drive present | deasserted. drive slot / bay hdd_l_9_status | drive fault | asserted. drive slot / bay hdd_r_29_status | drive present | asserted.,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10811,2020-10-11, drive slot / bay hdd_r_11_status | drive fault | deasserted. drive slot / bay hdd_r_11_status | drive fault | asserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10812,2020-05-19, drive slot / bay hdd_r_14_status | drive fault | asserted. drive slot / bay hdd_r_14_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10813,2020-10-02, drive slot / bay hdd_l_10_status | drive fault | asserted. drive slot / bay hdd_l_10_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10814,2020-03-26, drive slot / bay hdd_l_5_status | drive fault | asserted. drive slot / bay hdd_l_5_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10814,2020-11-12, drive slot / bay hdd_r_26_status | drive fault | deasserted. drive slot / bay hdd_r_26_status | drive fault | asserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_1082,2020-03-08, memory #0xe2 | correctable ecc | asserted. memory #0xe2 | correctable ecc (@dimm@0(cpu1)) | asserted.,2,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10826,2020-08-14, drive slot / bay hdd_r_12_status | drive fault | deasserted. drive slot / bay hdd_r_12_status | drive fault | asserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10833,2020-11-07, drive slot / bay hdd_l_4_status | drive fault | asserted. drive slot / bay hdd_l_4_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10848,2020-02-05, processor cpu1_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu1_status | ierr | asserted.,1,1,0,2,0,5,1,0,0,0,0,0,4,0,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_10852,2020-03-15, memory cpu0d0_dimm_stat | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10861,2020-11-10, processor cpu0_status | configuration error | asserted. memory cpu1d1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | ierr | asserted.,2,2,1,2,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_1087,2020-08-25, memory | correctable ecc | asserted | cpu 0 dimm 8. memory | correctable ecc (@dimm3a(cpu1)) | asserted.,2,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10876,2020-02-21, memory cpu0c1_dimm_stat | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10880,2020-01-23, event logging disabled sel_status | log area reset/cleared | asserted. power supply ps1_status | power supply ac lost | asserted. memory cpu0c1_dimm_stat | correctable ecc | asserted. microcontroller bmc_boot_up | device enabled | asserted. button button_pressed | power button pressed | asserted. processor cpu1_status | presence detected | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | presence detected | asserted. power supply ps2_status | presence detected | asserted. power supply ps1_status | presence detected | asserted. memory cpu0c1_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted.,2,2,2,3,0,14,0,0,1,2,1,4,3,0,1,8,0,2,0,1,0,2,0,1,0,0,0,4,4,0,0,1,0,1,0,0,1,1,1,0,1,1,2,0,0,0,2,0,0,1,0,0
SERVER_10882,2020-08-27, memory cpu0d0_dimm_stat | uncorrectable ecc | deasserted. processor cpu0_status | configuration error | deasserted. memory cpu0d0_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,2,2,2,2,0,3,2,0,0,2,2,0,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10885,2020-02-16, memory cpu1e0_dimm_stat | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10886,2020-03-31, memory cpu0d0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted. processor cpu0_status | configuration error | asserted. processor cpu0_status | ierr | asserted.,2,2,1,3,0,4,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_1089,2020-05-26, processor | configuration error () | asserted. memory | correctable ecc (@dimm3a(cpu2)) | asserted. unknown #0xff |  | asserted.,1,1,1,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10893,2020-04-24, os boot #0xe0 | boot completed - device not specified | asserted. memory #0xe2 | uncorrectable ecc | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted. memory #0xe2 | correctable ecc | asserted.,1,2,2,0,0,5,0,0,1,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10895,2020-02-24, memory cpu0c0_dimm_stat | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10897,2020-04-25, memory cpu1c1_dimm_stat | correctable ecc | asserted. memory cpu1b1_dimm_stat | correctable ecc | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu1c1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,0,0,3,1,0,6,1,0,2,3,1,0,3,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10899,2020-06-25, memory cpu0d0_dimm_stat | memory device disabled | asserted. memory cpu0d0_dimm_stat | configuration error | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu0d0_dimm_stat | memory device disabled | deasserted. watchdog2 ipmi_watchdog | power cycle | deasserted. memory cpu0d0_dimm_stat | correctable ecc | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. watchdog 2 ipmi_watchdog | power cycle | asserted. memory cpu0d0_dimm_stat | uncorrectable ecc | asserted. memory cpu0d0_dimm_stat | configuration error | asserted. watchdog2 ipmi_watchdog | power cycle | asserted. memory cpu0d1_dimm_stat | configuration error | asserted. processor cpu1_status | configuration error | asserted. memory cpu0d1_dimm_stat | uncorrectable ecc | deasserted. processor cpu1_status | configuration error | deasserted. watchdog 2 ipmi_watchdog | power cycle | deasserted. memory cpu0d1_dimm_stat | configuration error | deasserted.,2,2,11,2,0,11,7,0,1,3,2,0,3,0,6,7,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,1,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0
SERVER_109,2020-08-20, processor cpu1 status | configuration error | asserted. system acpi power state acpi state | s0/g0: working | asserted. memory dimm100 | presence detected | deasserted. memory dimm000 | presence detected | deasserted. system boot initiated sysrestart | system restart | asserted. memory dimm130 | presence detected | deasserted. processor cpu2 status | configuration error | deasserted. memory dimm010 | presence detected | asserted. memory dimm110 | presence detected | asserted. processor cpu2 status | configuration error | asserted. memory dimm110 | presence detected | deasserted. physical security areaintrusion | general chassis intrusion | asserted. memory dimm000 | presence detected | asserted. memory dimm120 | presence detected | deasserted. processor cpu1 status | configuration error | deasserted. memory dimm030 | presence detected | asserted. system acpi power state acpi state | s4/s5: soft-off | asserted. memory dimm020 | presence detected | asserted. memory dimm130 | presence detected | asserted. memory dimm120 | presence detected | asserted. memory dimm100 | presence detected | asserted. memory dimm020 | presence detected | deasserted. memory dimm010 | presence detected | deasserted. memory dimm030 | presence detected | deasserted.,1,1,16,4,0,14,10,0,0,0,0,16,4,0,4,2,0,4,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0
SERVER_10901,2020-05-10, memory cpu0c1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted.,1,2,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10901,2020-05-12, memory cpu0c1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted. button button_pressed | power button pressed | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,2,2,1,1,0,4,0,0,0,1,1,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
SERVER_10901,2020-06-04, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu1_status | configuration error | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu0f1_dimm_stat | uncorrectable ecc | asserted.,1,2,1,1,0,5,0,0,0,1,1,0,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10903,2020-07-27, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu0f1_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu0f1_dimm_stat | correctable ecc | asserted.,1,2,2,1,0,6,0,0,1,2,1,0,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10913,2020-02-10, memory cpu0a0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | deasserted. memory cpu0a0_dimm_stat | uncorrectable ecc | deasserted. processor cpu1_status | configuration error | asserted. processor cpu0_status | configuration error | asserted. processor cpu0_status | ierr | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,2,2,2,4,0,5,2,0,0,2,2,0,1,0,3,0,0,0,0,2,0,2,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10915,2020-07-02," microcontroller/coprocessor bmc_boot_up | device enabled | asserted. power supply ps1_status | presence detected | asserted. power supply ps2_status | ac out-of-range, but present | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. os boot #0xe0 | boot completed - device not specified | asserted. power supply ps2_status | presence detected | asserted. power supply ps2_status | power supply ac lost | asserted. microcontroller bmc_boot_up | device enabled | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted.",3,3,0,0,0,9,0,0,0,0,0,2,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,5,2,0,1,3,0,0,2,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
SERVER_10918,2020-03-24, processor cpu1_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu1_status | configuration error | deasserted. memory cpu0f0_dimm_stat | uncorrectable ecc | asserted. memory cpu0f0_dimm_stat | uncorrectable ecc | deasserted.,2,2,2,2,0,3,2,0,0,2,2,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10934,2020-08-02, processor cpu1_status | configuration error | asserted. memory cpu1f0_dimm_stat | uncorrectable ecc | asserted.,2,2,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10937,2020-10-15, processor cpu0_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu0_status | configuration error | deasserted. memory cpu0c0_dimm_stat | uncorrectable ecc | asserted. memory cpu0c0_dimm_stat | uncorrectable ecc | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,2,2,2,2,0,5,2,0,0,2,2,0,3,0,2,3,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
SERVER_10941,2020-10-25, memory cpu0e0_dimm_stat | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10958,2020-07-02," processor cpu0_status | ierr | asserted. power supply ps1_status | ac out-of-range, but present | asserted. button button_pressed | power button pressed | asserted. microcontroller bmc_boot_up | device enabled | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | presence detected | asserted. processor cpu0_status | ierr | deasserted. power supply ps2_status | ac out-of-range, but present | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | ierr | asserted. power supply ps1_status | presence detected | asserted. processor cpu1_status | presence detected | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu1_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by power up | asserted. power supply ps2_status | power supply ac lost | asserted. power supply ps1_status | power supply ac lost | asserted. power supply ps2_status | presence detected | asserted.",1,1,0,6,0,17,2,0,0,0,0,4,4,0,0,12,0,2,0,3,0,3,0,0,0,0,4,8,4,0,1,1,0,2,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,0,0
SERVER_10963,2020-09-07, drive slot / bay hdd_l_4_status | drive fault | asserted. drive slot / bay hdd_l_4_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_1097,2020-05-04, memory | correctable ecc | asserted | cpu 0 dimm 8. memory | correctable ecc (@dimm1a(cpu1)) | asserted.,2,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10974,2020-07-19, drive slot / bay hdd_r_10_status | drive fault | asserted. drive slot / bay hdd_r_10_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_1098,2020-06-26, memory | correctable ecc | asserted | cpu 0 dimm 8. memory | correctable ecc (@dimm3a(cpu1)) | asserted.,2,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10992,2020-09-16, drive slot / bay hdd_l_14_status | drive fault | asserted. drive slot / bay hdd_l_14_status | drive fault | deasserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10997,2020-10-30, drive slot / bay hdd_l_8_status | drive fault | deasserted. drive slot / bay hdd_l_8_status | drive fault | asserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11007,2020-05-04, drive slot / bay hdd_l_3_status | drive fault | deasserted. drive slot / bay hdd_l_3_status | drive fault | asserted.,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11009,2020-09-12, drive slot hdd_r_4_status | drive present | asserted. memory dimm150_stat | configuration error | deasserted. drive slot hdd_l_17_status | drive present | asserted. drive slot hdd_r_10_status | drive present | asserted. drive slot / bay hdd_l_11_status | drive present | asserted. drive slot hdd_r_6_status | drive present | asserted. drive slot hdd_r_14_status | drive present | asserted. drive slot hdd_l_9_status | drive present | asserted. drive slot hdd_l_10_status | drive present | asserted. drive slot hdd_l_5_status | drive present | asserted. drive slot / bay hdd_l_6_status | drive present | asserted. drive slot hdd_r_11_status | drive present | asserted. drive slot / bay hdd_l_9_status | drive present | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. drive slot hdd_l_3_status | drive present | asserted. drive slot hdd_r_12_status | drive present | asserted. memory dimm150_stat | configuration error | asserted. drive slot hdd_l_1_status | drive present | asserted. drive slot / bay hdd_l_15_status | drive present | asserted. drive slot hdd_l_12_status | drive present | asserted. power supply ps2_status | presence detected | asserted. drive slot / bay hdd_l_16_status | drive present | asserted. drive slot / bay hdd_l_14_status | drive present | asserted. drive slot / bay hdd_l_2_status | drive present | asserted. drive slot / bay hdd_r_14_status | drive present | asserted. drive slot / bay hdd_l_12_status | drive present | asserted. drive slot hdd_l_15_status | drive present | asserted. drive slot hdd_r_7_status | drive present | asserted. drive slot / bay hdd_l_7_status | drive present | asserted. drive slot / bay hdd_r_13_status | drive present | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. power supply ps1_status | presence detected | asserted. drive slot / bay hdd_r_5_status | drive present | asserted. drive slot / bay hdd_r_7_status | drive present | asserted. drive slot hdd_l_14_status | drive present | asserted. drive slot / bay hdd_r_8_status | drive present | asserted. drive slot / bay hdd_l_3_status | drive present | asserted. drive slot / bay hdd_r_4_status | drive present | asserted. drive slot / bay hdd_r_11_status | drive present | asserted. drive slot / bay hdd_l_1_status | drive present | asserted. processor cpu1_status | presence detected | asserted. microcontroller bmc_boot_up | device enabled | asserted. drive slot hdd_r_13_status | drive present | asserted. microcontroller/coprocessor bmc_boot_up | device enabled | asserted. drive slot hdd_l_18_status | drive present | asserted. drive slot / bay hdd_r_3_status | drive present | asserted. drive slot hdd_r_2_status | drive present | asserted. drive slot / bay hdd_l_17_status | drive present | asserted. drive slot / bay hdd_r_9_status | drive present | asserted. drive slot hdd_r_5_status | drive present | asserted. drive slot / bay hdd_r_2_status | drive present | asserted. drive slot / bay hdd_l_18_status | drive present | asserted. drive slot / bay hdd_l_8_status | drive present | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. drive slot / bay hdd_l_5_status | drive present | asserted. drive slot hdd_l_4_status | drive present | asserted. drive slot / bay hdd_l_10_status | drive present | asserted. drive slot / bay hdd_r_10_status | drive present | asserted. drive slot / bay hdd_r_12_status | drive present | asserted. drive slot / bay hdd_l_4_status | drive present | asserted. drive slot hdd_l_13_status | drive present | asserted. drive slot / bay hdd_l_13_status | drive present | asserted. drive slot hdd_r_9_status | drive present | asserted. drive slot hdd_l_2_status | drive present | asserted. drive slot hdd_l_16_status | drive present | asserted. drive slot / bay hdd_r_1_status | drive present | asserted. drive slot hdd_l_11_status | drive present | asserted. drive slot hdd_r_1_status | drive present | asserted. drive slot / bay hdd_r_6_status | drive present | asserted. drive slot hdd_l_8_status | drive present | asserted. drive slot hdd_l_7_status | drive present | asserted. drive slot hdd_l_6_status | drive present | asserted. drive slot hdd_r_8_status | drive present | asserted. drive slot hdd_r_3_status | drive present | asserted. processor cpu0_status | presence detected | asserted.,2,2,2,2,0,75,1,0,0,0,0,4,4,0,2,5,0,2,0,1,0,1,0,2,0,0,0,2,4,0,1,2,0,2,0,0,2,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0
SERVER_11010,2020-05-09, memory dimm150_stat | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11016,2020-04-09, memory cpu0c0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | ierr | asserted. processor cpu0_status | configuration error | asserted. processor cpu0_status | ierr | asserted. processor cpu1_status | configuration error | asserted.,2,2,1,4,0,5,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11031,2020-04-24, memory #0xe2 | correctable ecc | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11045,2020-05-12, memory #0xe2 | uncorrectable ecc | asserted. unknown #0xc5 |  | asserted. processor cpu_caterr | state asserted | asserted.,2,2,1,1,0,4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11046,2020-03-23, os boot #0xe0 | boot completed - device not specified | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2,2,1,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_11049,2020-09-02, memory #0xe2 | correctable ecc logging limit reached | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11053,2020-04-01," power supply ps2_status | ac out-of-range, but present | asserted. power supply ps2_status | presence detected | asserted. power supply ps2_status | ac out-of-range, but present | deasserted. power supply ps2_status | power supply ac lost | asserted. power supply ps1_status | presence detected | asserted. power supply ps2_status | presence detected | deasserted. event logging disabled sel_status | log area reset/cleared | asserted. power supply ps2_status | power supply ac lost | deasserted.",3,3,0,0,0,5,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SERVER_11055,2020-04-25, memory #0xe2 | correctable ecc logging limit reached | asserted.,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
