sn,server_model,msg_cnt,fault_hour,fault_minute,msg_1_cnt,msg_2_cnt,msg_3_cnt,msg_4_cnt,msg_hour_max,msg_hour_min,msg_hour_avg,msg_hour_median,msg_hour_mode,msg_minute_max,msg_minute_min,msg_minute_avg,msg_minute_median,msg_minute_mode,msg_log,fault_time
294d28374883,35,4,12,47,0,0,4,0,11,11,11.0,11.0,11,53,48,49.25,48.0,48, system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | ierr | deasserted.,2020-08-27 12:47:54
295c08b2214a,16,2,2,33,0,0,1,0,2,2,2.0,2.0,2,27,19,23.0,23.0,19, memory #0xf9 | correctable ecc | asserted.,2020-02-28 02:33:10
298902ab887f,28,4,15,38,0,0,4,0,14,14,14.0,14.0,14,34,30,33.0,34.0,34, unknown #0x17 |  | asserted. processor cpu0_status | configuration error | asserted. processor cpu_caterr | state asserted | asserted. system boot initiated bios_boot_up | initiated by power up | asserted.,2020-07-02 15:38:54
298c0adc5579,23,1,7,42,0,0,1,0,7,7,7.0,7.0,7,40,40,40.0,40.0,40, memory cpu1c0_dimm_stat | correctable ecc | asserted.,2020-04-15 07:42:53
29abce53301b,32,11,19,8,0,0,8,0,19,18,18.181818181818183,18.0,18,54,2,32.0,31.0,31, memory cpu0a0_dimm_stat | uncorrectable ecc | deasserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. memory cpu0a0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | presence detected | asserted. microcontroller #0x16 | transition to running | asserted. processor cpu0_status | presence detected | asserted.,2020-02-17 19:08:55
29e4e9bb4731,50,2,4,7,0,0,1,0,3,0,1.5,1.5,0,57,1,29.0,29.0,1, memory #0xe2 | correctable ecc | asserted.,2020-01-05 04:07:20
29f9feb9d314,16,5,6,11,0,0,4,0,6,5,5.8,6.0,6,53,4,14.6,5.0,5, memory #0xf9 | uncorrectable ecc | asserted. system event #0x10 | timestamp clock sync | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. os boot #0xe9 | boot completed - device not specified | asserted.,2020-05-01 06:11:33
2a05a97d69b5,107,1,18,39,0,0,1,0,16,16,16.0,16.0,16,48,48,48.0,48.0,48, power supply ps2_status | power supply ac lost | asserted.,2020-01-18 18:39:03
2a1019489507,13,6,2,3,0,0,6,0,1,1,1.0,1.0,1,49,42,44.166666666666664,43.5,42, system boot initiated system restart | system restart | asserted. os boot bios_boot_up | boot completed - device not specified | asserted. system acpi power state power status | legacy on state | asserted. os stop/shutdown os status | os graceful shutdown | asserted. os critical stop os status | os graceful shutdown | asserted. system acpi power state power status | legacy off state | asserted.,2020-04-27 02:03:55
2a3cb9f975e7,100,2,14,29,0,0,1,0,14,3,8.5,8.5,3,27,17,22.0,22.0,17, memory memory_status | correctable ecc | asserted.,2020-09-13 14:29:34
2a40a37af10a,68,1,11,53,0,0,1,0,2,2,2.0,2.0,2,51,51,51.0,51.0,51, processor cpu0_status | ierr | asserted.,2020-05-13 11:53:55
2a51dfc7b0ca,16,2,23,20,0,0,1,0,22,20,21.0,21.0,20,22,7,14.5,14.5,7, memory #0xf9 | correctable ecc | asserted.,2020-03-03 23:20:43
2a53f72181a7,13,7,2,41,0,0,7,0,2,2,2.0,2.0,2,34,29,30.714285714285715,31.0,29, os critical stop os status | os graceful shutdown | asserted. os stop/shutdown os status | os graceful shutdown | asserted. system boot initiated system restart | system restart | asserted. memory mem_che1_status | memory device disabled | asserted. os boot bios_boot_up | boot completed - device not specified | asserted. system acpi power state power status | legacy on state | asserted. system acpi power state power status | legacy off state | asserted.,2020-06-22 02:41:07
2a56895fe46f,35,2,13,9,0,0,2,0,4,4,4.0,4.0,4,58,58,58.0,58.0,58, memory cpu0a1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted.,2020-10-09 13:09:27
2ab9e7ceffb0,35,8,23,24,0,0,8,0,22,22,22.0,22.0,22,25,23,24.25,25.0,25, processor cpu1_status | ierr | asserted. processor cpu0_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu0_status | ierr | deasserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu1_status | ierr | deasserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,2020-09-13 23:24:56
2abf27d402e5,103,1,17,53,0,0,1,0,17,17,17.0,17.0,17,53,53,53.0,53.0,53, memory #0x89 | correctable ecc | asserted.,2020-05-28 17:53:57
2ae45063e772,16,7,0,13,0,0,5,0,0,0,0.0,0.0,0,4,1,2.2857142857142856,2.0,1, system event #0x10 | timestamp clock sync | asserted. memory #0xf9 | uncorrectable ecc | asserted. os boot #0xe9 | boot completed - device not specified | asserted. memory #0xf9 | correctable ecc | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,2020-05-05 00:13:25
2af7199d3d32,53,2,19,26,0,0,2,0,18,18,18.0,18.0,18,57,56,56.5,56.5,56, drive slot / bay hdd_l_6_status | drive fault | asserted. drive slot / bay hdd_l_6_status | drive fault | deasserted.,2020-09-21 19:26:54
2af7199d3d32,53,2,15,16,0,0,2,0,14,14,14.0,14.0,14,47,46,46.5,46.5,46, drive slot / bay hdd_l_4_status | drive fault | asserted. drive slot / bay hdd_l_4_status | drive fault | deasserted.,2020-09-22 15:16:55
2b0885eb3523,23,11,20,18,0,0,9,0,19,19,19.0,19.0,19,19,5,8.363636363636363,6.0,6, processor cpu_caterr | state deasserted | asserted. processor cpu_caterr | state asserted | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. microcontroller #0x16 | transition to running | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. unknown #0x17 |  | asserted. processor cpu1_status | presence detected | asserted. processor cpu0_status | presence detected | asserted.,2020-04-21 20:18:55
2b727bc1c184,51,1,13,11,0,0,1,0,13,13,13.0,13.0,13,9,9,9.0,9.0,9, memory #0xe2 | uncorrectable ecc | asserted.,2020-05-26 13:11:33
2b8b6453ca27,19,1,9,38,0,0,1,0,9,9,9.0,9.0,9,3,3,3.0,3.0,3, power supply ps1_status | failure detected | asserted.,2020-11-01 09:38:36
2b98a927cd18,66,1,3,38,0,0,1,0,3,3,3.0,3.0,3,17,17,17.0,17.0,17, memory #0xe2 | correctable ecc | asserted.,2020-01-06 03:38:34
2b9ddaddfd70,66,1,12,24,0,0,1,0,11,11,11.0,11.0,11,8,8,8.0,8.0,8, memory #0xe2 | correctable ecc | asserted.,2020-07-24 12:24:52
2ba569cc5adb,13,4,18,3,0,0,4,0,17,17,17.0,17.0,17,54,44,47.0,45.0,44, memory mem_che1_status | uncorrectable ecc | asserted. memory mem_chg1_status | correctable ecc | asserted. os boot bios_boot_up | boot completed - device not specified | asserted. system boot initiated system restart | system restart | asserted.,2020-10-17 18:03:19
2ba569cc5adb,13,4,18,15,0,0,4,0,17,17,17.0,17.0,17,54,44,47.0,45.0,44, memory mem_che1_status | uncorrectable ecc | asserted. memory mem_chg1_status | correctable ecc | asserted. os boot bios_boot_up | boot completed - device not specified | asserted. system boot initiated system restart | system restart | asserted.,2020-10-17 18:15:25
2bb107dab9f6,49,2,20,14,0,0,1,0,20,19,19.5,19.5,19,54,12,33.0,33.0,12, memory #0xe2 | correctable ecc | asserted.,2020-01-18 20:14:32
2bb22c67bc76,49,3,1,43,0,0,3,0,1,1,1.0,1.0,1,39,25,33.0,35.0,25, os boot #0xe0 | boot completed - device not specified | asserted. system boot initiated #0xe0 | initiated by power up | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2020-07-09 01:43:22
2bc29c6bba77,28,1,6,51,0,0,1,0,0,0,0.0,0.0,0,39,39,39.0,39.0,39, system boot initiated bios_boot_up | initiated by power up | asserted.,2020-09-14 06:51:44
2bc3a92f7ac0,23,6,15,39,0,0,6,0,14,14,14.0,14.0,14,56,53,53.5,53.0,53, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr | state deasserted | asserted. processor cpu0_status | presence detected | asserted. processor cpu1_status | presence detected | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,2020-03-01 15:39:58
2bd752d0f09e,6,4,10,15,0,0,4,0,1,1,1.0,1.0,1,8,8,8.0,8.0,8, slot / connector port1 link down | slot is disabled | deasserted. slot / connector port1 link down | slot is disabled | asserted. slot/connector port1 link down | slot is disabled | deasserted. slot/connector port1 link down | slot is disabled | asserted.,2020-01-02 10:15:54
2c089c79a11e,31,6,22,3,0,0,3,0,20,20,20.0,20.0,20,59,53,56.0,57.0,57, processor cpu1_status | configuration error | deasserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu1_status | configuration error | asserted.,2020-09-03 22:03:54
2c4a85f3bed4,35,3,17,30,0,0,3,0,17,17,17.0,17.0,17,29,29,29.0,29.0,29, memory cpu0a1_dimm_stat | correctable ecc | asserted. memory cpu0a1_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted.,2020-05-06 17:30:48
2c837d6025cd,35,1,19,3,0,0,1,0,18,18,18.0,18.0,18,56,56,56.0,56.0,56, memory cpu0c0_dimm_stat | correctable ecc | asserted.,2020-04-05 19:03:35
2c90ff333589,99,10,14,51,0,0,1,0,14,14,14.0,14.0,14,32,31,31.3,31.0,31, memory memory_status | correctable ecc | asserted.,2020-02-04 14:51:53
2c911e1e4b6d,92,10,22,31,0,0,7,0,21,21,21.0,21.0,21,24,19,21.9,22.0,24, unknown chassis_control |  | asserted. system boot initiated #0xb8 | initiated by warm reset | asserted. memory #0x87 | uncorrectable ecc | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. power unit power unit | power off/down | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr |  | asserted.,2020-04-01 22:31:54
2ca6d6a511d7,23,2,22,15,0,0,1,0,22,20,21.0,21.0,20,14,9,11.5,11.5,9, memory cpu1e0_dimm_stat | correctable ecc | asserted.,2020-05-20 22:15:25
2ccb67ad09c0,36,1,23,21,0,0,1,0,9,9,9.0,9.0,9,46,46,46.0,46.0,46, processor cpu1_status | configuration error | asserted.,2020-05-04 23:21:53
2cd435606d9d,49,1,13,50,0,0,1,0,13,13,13.0,13.0,13,50,50,50.0,50.0,50, memory #0xe2 | correctable ecc | asserted.,2020-04-10 13:50:58
2cd89a74cfb4,93,20,20,1,0,0,1,0,19,3,13.2,13.5,9,58,0,25.55,24.5,0, memory #0xe2 | correctable ecc | asserted.,2020-03-22 20:01:38
2d023328a179,39,1,14,49,0,0,1,0,12,12,12.0,12.0,12,56,56,56.0,56.0,56, processor cpu0_status | ierr | asserted.,2019-12-29 14:49:55
2d1b4d41103f,23,2,8,51,0,0,1,0,8,4,6.0,6.0,4,50,29,39.5,39.5,29, memory cpu1d0_dimm_stat | correctable ecc | asserted.,2020-05-02 08:51:08
2d43443ebaad,100,14,22,38,0,0,6,0,22,22,22.0,22.0,22,29,17,22.571428571428573,24.0,24, system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state #0x7d | s0/g0: working | asserted. processor cpu_caterr | ierr | deasserted. unknown chassis_control |  | asserted. system acpi power state #0x7d | s4/s5: soft-off | asserted. processor cpu_caterr | ierr | asserted.,2020-10-25 22:38:55
2d4709b153cb,63,2,17,49,0,0,2,0,16,16,16.0,16.0,16,1,1,1.0,1.0,1, unknown cpu0 caterr |  | asserted. unknown cpu0 mcerr |  | asserted.,2020-08-04 17:49:53
2d59b312bad2,88,15,20,1,0,0,12,3,19,19,19.0,19.0,19,1,0,0.4,0.0,0, temperature dimmg1_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c. processor cpu1_status |  | asserted. processor cpu2_status |  | asserted. temperature dimmg3_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c. processor cpu0_status | ierr | asserted. processor cpu0_status | uncorrectable machine check exception | asserted. processor cpu1_status | ierr | asserted. processor cpu3_status | uncorrectable machine check exception | asserted. processor cpu0_status |  | asserted. processor cpu2_status | uncorrectable machine check exception | asserted. processor cpu2_status | ierr | asserted. processor cpu3_status | ierr | asserted. processor cpu1_status | uncorrectable machine check exception | asserted. processor cpu3_status |  | asserted. temperature dimmg0_temp | upper critical going high | asserted | reading 85 &gt; threshold 85 degrees c.,2020-10-10 20:01:56
2d63678279d7,16,4,12,42,0,0,4,0,12,12,12.0,12.0,12,11,9,10.0,10.0,9, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. os boot #0xe9 | boot completed - device not specified | asserted.,2020-10-15 12:42:19
2d6e5a2f5f2c,53,2,5,12,0,0,2,0,4,4,4.0,4.0,4,42,41,41.5,41.5,41, drive slot / bay hdd_r_6_status | drive fault | asserted. drive slot / bay hdd_r_6_status | drive fault | deasserted.,2020-02-17 05:12:54
2d7a0793cc28,66,4,12,14,0,0,4,0,12,12,12.0,12.0,12,7,5,6.0,6.0,5, unknown chassis_control |  | asserted. version change #0x8b | hardware change detected | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. memory #0xe2 | memory device disabled | asserted.,2020-01-28 12:14:19
2d9dec87df50,31,4,17,43,0,0,2,0,16,16,16.0,16.0,16,35,35,35.0,35.0,35, processor cpu0_status | configuration error | asserted. memory cpu0_c1d0 | uncorrectable ecc | asserted.,2020-08-04 17:43:55
2da2cd7cc623,59,3,2,14,0,0,2,0,1,1,1.0,1.0,1,39,38,38.666666666666664,39.0,39, power supply ps2_status | failure detected | asserted. power supply ps2_status | failure detected | deasserted.,2020-07-18 02:14:33
2dbf74c5c1ad,19,3,9,39,0,0,1,0,9,2,6.333333333333333,8.0,2,42,16,30.666666666666668,34.0,16, memory #0xf9 | correctable ecc | asserted.,2020-10-17 09:39:24
2ddb1f0b14d5,49,2,9,45,0,0,2,0,9,9,9.0,9.0,9,33,30,31.5,31.5,30, memory #0xe2 | uncorrectable ecc | asserted. system boot initiated #0xe0 | initiated by power up | asserted.,2020-05-23 09:45:22
2deae48ca05d,13,11,10,11,0,0,7,0,9,8,8.090909090909092,8.0,8,57,1,42.27272727272727,55.0,31, processor cpu1_status | ierr | asserted. os critical stop os status | os graceful shutdown | asserted. processor cpu0_status | ierr | deasserted. watchdog2 ipmi_watchdog | timer expired | asserted. processor cpu0_status | ierr | asserted. processor cpu1_status | ierr | deasserted. system boot initiated system restart | system restart | asserted.,2020-07-07 10:11:54
2df92ffe6d8f,23,1,1,27,0,0,1,0,1,1,1.0,1.0,1,27,27,27.0,27.0,27, memory cpu0f0_dimm_stat | correctable ecc | asserted.,2020-08-06 01:27:26
2df9793da007,35,2,9,39,0,0,1,0,9,9,9.0,9.0,9,34,10,22.0,22.0,10, memory cpu0b0_dimm_stat | correctable ecc | asserted.,2020-09-17 09:39:12
2dfe8d4fcb93,27,1,18,55,0,0,1,0,18,18,18.0,18.0,18,27,27,27.0,27.0,27, drive slot / bay disk35_stat | drive fault | asserted.,2020-08-17 18:55:54
2e1f1449f8de,13,4,8,2,0,0,4,0,8,7,7.25,7.0,7,58,0,36.0,43.0,43, os boot bios_boot_up | boot completed - device not specified | asserted. system boot initiated system restart | system restart | asserted. memory mem_chb0_status | correctable ecc | asserted. memory mem_chb0_status | uncorrectable ecc | asserted.,2020-07-24 08:02:32
2e449b68be28,6,2,6,23,0,0,2,0,5,5,5.0,5.0,5,19,19,19.0,19.0,19, system event system error | undetermined system hardware failure | asserted. memory dimm030 | uncorrectable ecc | asserted.,2020-02-11 06:23:54
2e7dc270bfae,63,9,13,9,0,0,7,0,12,11,11.777777777777779,12.0,12,54,1,14.666666666666666,6.0,1, unknown cpu0 caterr |  | asserted. system boot initiated | initiated by power up | asserted. unknown cpu0 mcerr |  | asserted. power unit pwr unit status | power off/down | asserted. microcontroller #0x3b | transition to running | asserted. power unit pwr unit status | power off/down | deasserted. system event #0xff | timestamp clock sync | asserted.,2020-08-01 13:09:54
2eb0b23b5e3d,13,1,11,40,0,0,1,0,8,8,8.0,8.0,8,0,0,0.0,0.0,0, memory mem_chf0_status | correctable ecc | asserted.,2020-01-26 11:40:11
2ed13346b6d9,17,3,23,28,0,1,2,0,22,22,22.0,22.0,22,58,58,58.0,58.0,58, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. microcontroller/coprocessor #0x16 | transition to running. microcontroller/coprocessor #0x16 | transition to running | asserted.,2020-11-19 23:28:54
2ed8b92308ee,59,7,9,22,0,0,4,0,8,8,8.0,8.0,8,54,51,52.0,52.0,52, system event time_stamp_sync | timestamp clock sync | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor #0x74 | configuration error | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2020-03-16 09:22:55
2eddf0af40df,66,2,15,53,0,0,2,0,15,15,15.0,15.0,15,39,39,39.0,39.0,39, system boot initiated bios_boot_up | initiated by power up | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2020-02-21 15:53:54
2ef1fe044597,73,3,15,13,0,0,2,0,15,14,14.333333333333334,14.0,14,58,1,39.0,58.0,58, power supply ps1_status | power supply ac lost | asserted. power supply ps1_status | power supply ac lost | deasserted.,2020-08-04 15:13:22
2f275f96ee54,51,2,5,56,0,0,2,0,5,5,5.0,5.0,5,53,53,53.0,53.0,53, processor cpu_caterr | state asserted | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2020-07-04 05:56:25
2f7e672af073,6,1,8,33,0,0,1,0,8,8,8.0,8.0,8,31,31,31.0,31.0,31, memory dimm011 | correctable ecc | asserted.,2020-04-14 08:33:17
2f97645ff80a,35,2,23,26,0,0,1,0,15,3,9.0,9.0,3,48,24,36.0,36.0,24, memory cpu1a0_dimm_stat | correctable ecc | asserted.,2020-02-22 23:26:35
2f9cf9c32b4c,6,2,12,19,0,0,2,0,3,3,3.0,3.0,3,20,20,20.0,20.0,20, slot/connector port1 link down | slot is disabled | deasserted. slot/connector port1 link down | slot is disabled | asserted.,2020-01-17 12:19:53
2fa5abe4230a,66,3,5,22,0,0,3,0,4,4,4.0,4.0,4,57,55,55.666666666666664,55.0,55, version change #0x8c | hardware change detected | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. unknown chassis_control |  | asserted.,2020-10-13 05:22:55
300f3143c170,28,7,11,24,0,0,3,0,11,8,9.857142857142858,10.0,11,36,1,16.0,18.0,1, processor cpu0_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu0_status | configuration error | deasserted.,2020-01-02 11:24:54
3032ddb60b05,39,1,4,56,0,0,1,0,3,3,3.0,3.0,3,26,26,26.0,26.0,26, memory cpu0d0_dimm_stat | correctable ecc | asserted.,2020-09-17 04:56:10
30371c5cda68,83,2,12,50,0,0,2,0,10,10,10.0,10.0,10,26,26,26.0,26.0,26, unknown cpu0 mcerr |  | asserted. unknown cpu0 caterr |  | asserted.,2020-07-17 12:50:53
3098ad6fa168,35,2,16,27,0,0,2,0,16,16,16.0,16.0,16,16,16,16.0,16.0,16, processor cpu1_status | configuration error | asserted. memory cpu1f0_dimm_stat | uncorrectable ecc | asserted.,2020-01-16 16:27:56
30a6d9007aa3,16,1,6,38,0,0,1,0,5,5,5.0,5.0,5,35,35,35.0,35.0,35, memory #0xf9 | correctable ecc | asserted.,2019-12-31 06:38:09
30b249cb56b2,100,3,23,42,0,0,3,0,23,23,23.0,23.0,23,41,40,40.333333333333336,40.0,40, system boot initiated bios_boot_up | initiated by warm reset | asserted. unknown chassis_control |  | asserted. memory memory_status | correctable ecc | asserted.,2020-06-22 23:42:57
310cac349bf8,16,2,20,18,0,0,1,0,20,17,18.5,18.5,17,14,1,7.5,7.5,1, memory #0xf9 | correctable ecc | asserted.,2020-04-17 20:18:51
31232b720dfe,13,2,18,8,0,0,2,0,17,17,17.0,17.0,17,5,3,4.0,4.0,3, system boot initiated system restart | system restart | asserted. os boot bios_boot_up | boot completed - device not specified | asserted.,2020-01-08 18:08:01
312754413b96,68,2,19,47,0,0,1,0,19,8,13.5,13.5,8,37,17,27.0,27.0,17, memory #0xe2 | correctable ecc | asserted.,2020-01-05 19:47:57
313dd8b836df,12,2,15,19,0,0,1,1,13,13,13.0,13.0,13,39,39,39.0,39.0,39, memory | correctable ecc (@dimm3a(cpu1)) | asserted. memory | correctable ecc | asserted | cpu 0 dimm 8.,2020-07-23 15:19:07
3142ae817078,59,4,7,44,0,0,3,0,6,6,6.0,6.0,6,31,9,21.25,22.5,31, memory #0xe2 | correctable ecc logging limit reached | asserted. unknown #0x17 |  | asserted. processor cpu_caterr | state asserted | asserted.,2020-04-19 07:44:55
3144bc117f3f,23,1,7,26,0,0,1,0,7,7,7.0,7.0,7,23,23,23.0,23.0,23, memory cpu1b0_dimm_stat | correctable ecc | asserted.,2020-10-27 07:26:12
31608a547596,83,10,9,8,0,0,7,0,8,8,8.0,8.0,8,54,44,50.4,50.5,54, system event #0xff | timestamp clock sync | asserted. power unit pwr unit status | power off/down | deasserted. system boot initiated | initiated by warm reset | asserted. power unit pwr unit status | power off/down | asserted. unknown cpu0 mcerr |  | deasserted. system boot initiated | initiated by power up | asserted. unknown cpu0 mcerr |  | asserted.,2020-10-18 09:08:55
3192e98713eb,35,1,19,45,0,0,1,0,18,18,18.0,18.0,18,43,43,43.0,43.0,43, processor cpu0_status | ierr | asserted.,2020-07-12 19:45:54
31962eabea88,35,2,18,3,0,0,1,0,18,17,17.5,17.5,17,53,2,27.5,27.5,2, memory cpu1c0_dimm_stat | correctable ecc | asserted.,2020-05-03 18:03:37
319b26030961,49,2,4,46,0,0,1,0,4,0,2.0,2.0,0,46,42,44.0,44.0,42, memory #0xe2 | correctable ecc | asserted.,2020-01-26 04:46:23
31a360e5baed,23,2,18,8,0,0,2,0,17,17,17.0,17.0,17,8,8,8.0,8.0,8, unknown #0x17 |  | asserted. processor cpu_caterr | state asserted | asserted.,2020-08-08 18:08:55
31b468fc6e65,18,1,11,41,0,0,1,0,10,10,10.0,10.0,10,32,32,32.0,32.0,32, event logging disabled sel_status | log area reset/cleared | asserted.,2020-11-03 11:41:17
31ba6c172985,16,14,17,10,0,0,8,0,16,10,11.285714285714286,10.0,10,27,12,21.857142857142858,23.0,23, system event #0x10 | timestamp clock sync | asserted. memory #0xf9 | memory device disabled | asserted. power supply power_drop | failure detected | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. os boot #0xe9 | boot completed - device not specified | asserted. power supply ps2_status | power supply ac lost | asserted. power supply ps2_status | power supply ac lost | deasserted.,2020-01-15 17:10:37
31f3ae70c754,35,13,7,43,0,0,3,0,7,7,7.0,7.0,7,41,40,40.46153846153846,40.0,40, memory cpu0a0_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted. processor cpu0_status | ierr | asserted.,2020-08-20 07:43:02
31fbb1f1b2f9,51,7,15,25,0,0,6,0,14,14,14.0,14.0,14,36,2,12.142857142857142,3.0,3, memory #0xe2 | uncorrectable ecc | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. unknown #0xc5 |  | asserted. processor cpu_caterr | state asserted | asserted. critical interrupt #0xe1 | bus uncorrectable error | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,2020-03-16 15:25:54
321d5f9cde52,67,3,15,17,0,0,3,0,15,15,15.0,15.0,15,12,4,7.0,5.0,4, memory #0xe2 | uncorrectable ecc | asserted. system boot initiated #0xe0 | initiated by power up | asserted. memory #0xe2 | memory device disabled | asserted.,2020-10-07 15:17:03
32206516b928,83,3,12,18,0,0,3,0,10,10,10.0,10.0,10,55,55,55.0,55.0,55, oem cpu0 mcerr |  | asserted. oem cpu0 caterr |  | asserted. microcontroller/coprocessor #0x3b | transition to running | asserted.,2020-01-03 12:18:53
325d08effc96,56,2,22,1,0,0,1,0,21,10,15.5,15.5,10,54,45,49.5,49.5,45, memory cpu1e0_dimm_stat | correctable ecc | asserted.,2020-06-15 22:01:11
325d08effc96,56,7,8,0,0,0,6,0,7,3,4.142857142857143,3.0,3,55,38,41.0,38.0,38, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu1e0_dimm_stat | correctable ecc | deasserted. memory cpu1d0_dimm_stat | correctable ecc | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu1e0_dimm_stat | correctable ecc | asserted.,2020-06-17 08:00:03
326d1ed14ddb,23,1,16,16,0,0,1,0,7,7,7.0,7.0,7,16,16,16.0,16.0,16, processor cpu_caterr | state asserted | asserted.,2020-02-22 16:16:55
3285b64a57be,16,3,5,37,0,0,3,0,5,5,5.0,5.0,5,11,8,9.666666666666666,10.0,8, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted.,2020-02-01 05:37:59
32929a8f44b4,95,2,23,31,0,0,2,0,13,12,12.5,12.5,12,50,29,39.5,39.5,29, system boot initiated bios_boot_up | initiated by warm reset | asserted. event logging disabled sel_status | log area reset/cleared | asserted.,2020-08-15 23:31:20
32c2aed48caa,6,4,17,55,0,0,4,0,17,17,17.0,17.0,17,26,26,26.0,26.0,26, slot / connector port1 link down | slot is disabled | asserted. slot/connector port1 link down | slot is disabled | deasserted. slot / connector port1 link down | slot is disabled | deasserted. slot/connector port1 link down | slot is disabled | asserted.,2020-06-11 17:55:53
32f5be01c5f0,24,2,10,25,0,0,2,0,2,2,2.0,2.0,2,26,24,25.0,25.0,24, system event #0x10 | timestamp clock sync | asserted. memory #0xf9 | uncorrectable ecc | asserted.,2020-08-06 10:25:46
32f75060f282,103,16,16,13,0,0,10,0,15,14,14.9375,15.0,15,59,0,8.125,8.0,0, system acpi power state #0xc1 | s4/s5: soft-off | asserted. processor cpu1_status | thermal trip | asserted. unknown #0x19 |  | asserted. processor cpu_caterr | ierr | asserted. processor cpu_caterr | uncorrectable machine check exception | asserted. system boot initiated #0xe0 | initiated by warm reset | asserted. system acpi power state #0xc1 | s0/g0: working | asserted. processor cpu_caterr | ierr | deasserted. system boot initiated #0xe0 | initiated by power up | asserted. processor cpu1_status | thermal trip | deasserted.,2020-10-13 16:13:53
32fe73b508fd,92,4,6,41,0,0,4,0,6,4,5.0,5.0,5,51,9,39.75,49.5,51, system boot initiated #0xb8 | initiated by warm reset | asserted. unknown chassis_control |  | asserted. event logging disabled sel_status | log area reset/cleared | asserted. processor cpu_caterr | ierr | asserted.,2020-08-10 06:41:54
330d7e1153c4,17,6,7,25,0,0,5,0,7,7,7.0,7.0,7,51,22,26.833333333333332,22.0,22, unknown #0x17 |  | asserted. memory #0xf9 | uncorrectable ecc | asserted. processor cpu_caterr | state asserted | asserted. unknown #0xc5 |  | asserted. memory #0xf9 | correctable ecc | asserted.,2020-08-07 07:25:47
330d7e1153c4,17,6,7,54,0,0,5,0,7,7,7.0,7.0,7,51,22,26.833333333333332,22.0,22, unknown #0x17 |  | asserted. memory #0xf9 | uncorrectable ecc | asserted. processor cpu_caterr | state asserted | asserted. unknown #0xc5 |  | asserted. memory #0xf9 | correctable ecc | asserted.,2020-08-07 07:54:11
330d7e1153c4,17,2,21,9,0,0,1,0,21,8,14.5,14.5,8,8,7,7.5,7.5,7, memory #0xf9 | correctable ecc | asserted.,2020-09-18 21:09:14
