sn,fault_time,label
SERVER_1331,2020/2/12 8:10,2
SERVER_13312,2020/10/20 12:10,2
SERVER_13315,2020/2/5 17:29,1
SERVER_13316,2020/4/4 9:23,2
SERVER_13319,2020/8/5 0:55,2
SERVER_13319,2020/8/5 1:57,1
SERVER_13322,2020/9/20 5:16,1
SERVER_13326,2020/4/7 17:48,2
SERVER_1333,2020/8/7 6:06,2
SERVER_13332,2020/7/25 5:31,2
SERVER_13334,2020/9/17 11:39,2
SERVER_13337,2020/9/27 20:11,2
SERVER_13337,2020/9/28 23:10,2
SERVER_1334,2020/5/20 18:35,2
SERVER_13340,2020/11/7 17:32,3
SERVER_13342,2020/2/23 8:41,1
SERVER_13343,2020/2/29 10:30,0
SERVER_13344,2020/3/4 13:33,2
SERVER_13346,2020/2/5 5:11,2
SERVER_13347,2020/5/9 15:35,1
SERVER_13348,2020/7/11 7:06,2
SERVER_13349,2020/8/15 12:12,2
SERVER_13350,2020/5/22 10:30,2
SERVER_13351,2020/3/27 14:49,3
SERVER_13353,2020/5/28 19:29,2
SERVER_13355,2020/2/27 13:41,3
SERVER_13356,2020/5/6 17:19,1
SERVER_13357,2020/1/27 5:56,2
SERVER_13359,2020/7/3 11:57,2
SERVER_1336,2020/7/17 21:47,2
SERVER_1336,2020/7/19 0:36,2
SERVER_13360,2020/4/13 7:34,2
SERVER_13361,2020/1/23 15:53,2
SERVER_13362,2020/6/3 0:48,1
SERVER_13364,2020/8/17 12:27,2
SERVER_1337,2020/3/31 20:41,2
SERVER_13370,2020/8/14 19:55,2
SERVER_13371,2020/3/6 1:08,2
SERVER_13375,2020/2/10 16:30,3
SERVER_13376,2020/2/14 1:32,2
SERVER_13378,2020/5/28 4:12,3
SERVER_13379,2020/4/8 18:07,3
SERVER_1338,2020/5/5 10:20,2
SERVER_13386,2020/3/6 10:17,0
SERVER_13387,2020/11/21 21:52,1
SERVER_13388,2020/5/13 11:34,2
SERVER_13388,2020/5/13 11:39,2
SERVER_13389,2020/7/8 16:49,1
SERVER_1339,2020/10/13 11:38,1
SERVER_13390,2020/10/23 1:03,2
SERVER_13391,2020/4/11 23:34,3
SERVER_13397,2020/10/17 21:26,2
SERVER_13398,2020/10/26 12:36,2
SERVER_1340,2020/4/4 22:46,2
SERVER_13401,2020/1/22 22:11,0
SERVER_13402,2020/7/29 13:08,1
SERVER_13403,2020/5/30 7:51,1
SERVER_13404,2020/7/14 4:27,2
SERVER_13405,2020/6/16 10:11,1
SERVER_13408,2020/2/6 0:42,2
SERVER_1341,2020/6/19 22:36,2
SERVER_13410,2020/9/5 8:48,2
SERVER_13412,2020/4/12 7:57,3
SERVER_13415,2020/4/11 23:36,3
SERVER_13417,2020/4/25 2:59,2
SERVER_13418,2020/3/16 2:57,2
SERVER_1342,2020/2/1 18:10,3
SERVER_13420,2020/4/2 7:26,2
SERVER_13421,2020/11/18 23:46,2
SERVER_13421,2020/11/18 23:55,2
SERVER_13422,2020/5/23 11:16,2
SERVER_13423,2020/8/19 7:51,2
SERVER_13424,2020/10/17 5:29,2
SERVER_13426,2020/2/7 6:55,2
SERVER_13428,2020/9/28 21:03,2
SERVER_1343,2020/6/12 10:14,2
SERVER_13434,2020/7/28 23:06,2
SERVER_13436,2020/3/28 16:12,2
SERVER_1344,2020/7/31 10:53,2
SERVER_13440,2020/1/6 22:38,2
SERVER_13441,2020/7/10 23:35,2
SERVER_13441,2020/7/11 0:54,1
SERVER_13442,2020/11/5 7:30,2
SERVER_13442,2020/11/5 7:53,1
SERVER_13444,2020/8/31 20:45,3
SERVER_13446,2019/12/28 3:55,0
SERVER_13446,2020/3/12 1:31,0
SERVER_13446,2020/4/9 11:46,0
SERVER_13447,2020/2/28 7:30,1
SERVER_13449,2020/3/31 10:00,1
SERVER_13450,2020/5/1 5:27,2
SERVER_13452,2020/7/16 11:12,2
SERVER_13455,2020/5/24 8:26,2
SERVER_13455,2020/5/24 20:36,1
SERVER_13461,2020/10/24 19:57,0
SERVER_13463,2020/4/3 19:11,2
SERVER_13464,2020/2/20 9:38,2
SERVER_13465,2020/6/11 23:13,2
SERVER_13467,2020/10/6 17:22,1
SERVER_13470,2019/12/28 16:03,1
SERVER_13471,2020/4/20 19:33,2
SERVER_13474,2020/5/21 20:52,1
SERVER_13476,2020/9/8 13:24,3
SERVER_13477,2020/11/17 6:25,2
SERVER_1348,2020/9/20 19:40,2
SERVER_13480,2020/10/3 6:01,0
SERVER_13481,2020/3/27 5:58,1
SERVER_13481,2020/5/31 22:28,2
SERVER_13483,2020/7/27 15:51,1
SERVER_13484,2020/11/6 10:02,2
SERVER_13488,2020/1/4 18:41,0
SERVER_1349,2020/5/16 2:29,3
SERVER_1349,2020/5/20 14:08,3
SERVER_13490,2020/8/10 12:58,3
SERVER_13491,2020/9/6 11:37,2
SERVER_13492,2020/2/10 20:21,0
SERVER_13498,2020/11/17 11:04,0
SERVER_13499,2020/7/28 2:28,2
SERVER_1350,2020/8/31 22:42,2
SERVER_13500,2020/4/23 9:50,2
SERVER_13501,2020/2/22 3:54,2
SERVER_13509,2020/1/1 11:18,1
SERVER_13513,2020/2/25 2:43,2
SERVER_13514,2020/6/5 14:48,3
SERVER_13515,2020/2/1 0:41,2
SERVER_13515,2020/2/1 7:44,1
SERVER_1352,2020/9/18 11:18,1
SERVER_13521,2020/5/21 12:35,1
SERVER_13527,2020/5/27 7:21,2
SERVER_13528,2020/1/19 0:49,1
SERVER_1353,2020/5/2 7:47,2
SERVER_13533,2020/2/9 20:36,0
SERVER_13534,2020/8/23 8:58,2
SERVER_13535,2020/7/8 8:00,2
SERVER_13536,2020/10/12 11:38,0
SERVER_13537,2020/11/14 14:06,2
SERVER_13539,2020/4/11 12:48,2
SERVER_1354,2020/11/2 11:58,2
SERVER_13540,2020/8/7 4:53,2
SERVER_13542,2020/3/15 6:44,0
SERVER_13543,2020/9/23 13:15,3
SERVER_13544,2020/9/23 1:17,3
SERVER_13546,2020/3/15 7:24,2
SERVER_13548,2020/6/6 18:54,2
SERVER_13548,2020/6/16 20:21,2
SERVER_13549,2020/8/12 12:18,3
SERVER_13550,2020/5/7 9:38,0
SERVER_13551,2020/3/17 8:55,2
SERVER_13552,2020/8/8 16:02,3
SERVER_13553,2020/1/16 7:48,0
SERVER_13554,2020/9/23 10:31,3
SERVER_13555,2020/1/26 8:45,1
SERVER_13555,2020/4/12 5:58,1
SERVER_13558,2020/11/22 23:59,2
SERVER_13559,2020/8/29 4:12,3
SERVER_1356,2020/6/22 6:05,2
SERVER_13563,2020/5/31 13:28,2
SERVER_13563,2020/6/24 1:23,2
SERVER_13564,2020/5/9 6:44,0
SERVER_13565,2020/2/10 15:20,1
SERVER_13567,2020/8/15 20:14,0
SERVER_13568,2020/1/11 21:37,1
SERVER_13570,2020/4/18 9:20,2
SERVER_13571,2020/3/7 8:41,2
SERVER_13572,2020/8/8 22:04,3
SERVER_13574,2020/9/10 4:05,3
SERVER_13579,2020/7/29 14:21,3
SERVER_13580,2020/7/18 18:20,3
SERVER_13583,2020/6/6 16:03,1
SERVER_13583,2020/6/10 14:48,3
SERVER_13584,2020/10/17 13:31,2
SERVER_13585,2020/8/24 15:08,2
SERVER_13589,2020/1/11 11:40,2
SERVER_1359,2020/10/7 19:58,2
SERVER_1359,2020/11/17 8:47,3
SERVER_13594,2020/3/24 8:54,2
SERVER_13597,2020/4/15 11:36,1
SERVER_136,2020/1/28 10:55,2
SERVER_1360,2020/8/20 1:11,3
SERVER_13602,2020/2/13 22:29,2
SERVER_13603,2020/4/24 1:36,2
SERVER_13604,2020/5/31 3:00,2
SERVER_13605,2020/4/16 11:43,2
SERVER_13605,2020/4/16 11:51,2
SERVER_13607,2020/3/19 6:41,2
SERVER_13610,2020/3/25 19:29,2
SERVER_13612,2020/9/19 2:57,0
SERVER_13614,2020/1/9 19:12,1
SERVER_13614,2020/2/2 15:41,1
SERVER_13614,2020/3/20 22:40,1
SERVER_13615,2020/9/12 0:55,1
SERVER_13616,2020/7/20 4:39,2
SERVER_13617,2020/7/11 17:53,1
SERVER_13618,2020/7/30 12:55,2
SERVER_13618,2020/8/17 12:31,3
SERVER_13619,2020/9/8 17:17,3
SERVER_1362,2020/3/8 16:16,2
SERVER_1362,2020/3/8 19:43,2
SERVER_13621,2020/7/15 22:43,3
SERVER_13626,2020/1/30 23:09,3
SERVER_13628,2020/7/28 18:19,3
SERVER_1363,2020/5/31 7:08,2
SERVER_13632,2020/8/16 11:11,3
SERVER_13633,2020/3/16 19:32,3
SERVER_13635,2020/9/25 12:47,2
SERVER_13636,2020/10/3 6:05,2
SERVER_13643,2020/4/3 18:08,3
SERVER_13644,2020/4/24 14:38,3
SERVER_13645,2020/6/15 19:44,3
SERVER_13646,2020/7/15 3:44,2
SERVER_13647,2020/7/19 7:42,2
SERVER_13649,2020/6/17 5:14,2
SERVER_1365,2020/9/30 20:46,3
SERVER_13650,2020/8/25 16:48,2
SERVER_13651,2020/9/10 10:35,3
SERVER_13653,2020/6/3 11:11,2
SERVER_13653,2020/6/5 12:14,2
SERVER_13653,2020/6/5 12:17,2
SERVER_13654,2020/3/26 22:53,3
SERVER_13655,2020/7/11 5:47,2
SERVER_13656,2020/6/10 11:59,3
SERVER_13657,2020/4/14 11:47,3
SERVER_13659,2020/10/14 10:33,2
SERVER_1366,2020/2/19 10:32,3
SERVER_13661,2020/5/27 5:15,2
SERVER_13661,2020/7/24 22:00,3
SERVER_13663,2020/6/16 12:24,3
SERVER_13664,2020/4/10 7:51,2
SERVER_13665,2020/10/23 15:01,3
SERVER_13666,2020/7/16 21:47,2
SERVER_13668,2020/4/26 22:12,2
SERVER_13668,2020/5/1 19:45,2
SERVER_13668,2020/5/2 13:25,2
SERVER_13669,2020/9/2 6:02,3
SERVER_13670,2020/6/24 17:10,3
SERVER_13671,2020/5/11 16:40,2
SERVER_13672,2020/6/7 10:51,2
SERVER_13674,2020/3/29 12:33,2
SERVER_13676,2020/7/14 18:24,3
SERVER_13677,2020/3/2 7:24,2
SERVER_13677,2020/3/2 7:29,2
SERVER_13682,2020/11/25 11:11,2
SERVER_13684,2020/3/31 20:39,2
SERVER_13684,2020/3/31 20:41,2
SERVER_13685,2020/7/16 10:24,3
SERVER_13687,2020/9/23 7:52,2
SERVER_13688,2020/9/14 2:18,2
SERVER_1369,2020/2/21 3:26,3
SERVER_13692,2020/2/27 13:44,2
SERVER_13692,2020/2/27 14:07,2
SERVER_13693,2020/4/15 21:16,2
SERVER_13694,2020/3/13 0:01,2
SERVER_13694,2020/3/13 0:03,2
SERVER_13695,2020/4/12 11:32,2
SERVER_13695,2020/4/12 11:53,2
SERVER_13697,2020/2/18 15:59,2
SERVER_13699,2020/3/30 15:14,2
SERVER_13699,2020/4/1 16:55,2
SERVER_137,2020/3/11 7:05,2
SERVER_1370,2020/10/14 12:42,2
SERVER_13701,2020/8/14 2:09,2
SERVER_13702,2020/11/13 16:38,2
SERVER_13705,2020/2/9 5:27,2
SERVER_13709,2020/3/5 1:18,3
SERVER_13710,2020/7/14 11:15,1
SERVER_13712,2020/9/30 20:56,2
SERVER_13712,2020/9/30 20:59,2
SERVER_13719,2020/11/13 16:38,2
SERVER_13721,2020/7/25 23:24,2
SERVER_13721,2020/11/13 9:12,2
SERVER_13722,2020/5/31 19:03,2
SERVER_13724,2020/6/7 2:33,2
SERVER_13724,2020/6/7 2:36,2
SERVER_13725,2020/3/26 9:44,2
SERVER_13725,2020/3/26 9:47,2
SERVER_13726,2020/4/27 18:13,2
SERVER_13726,2020/4/27 18:16,2
SERVER_13727,2020/4/8 8:42,2
SERVER_13727,2020/4/8 8:45,2
SERVER_13728,2020/6/2 4:39,2
SERVER_13728,2020/6/2 14:59,2
SERVER_13729,2020/4/13 17:28,2
SERVER_13729,2020/4/13 17:31,2
SERVER_1373,2020/10/6 7:45,2
SERVER_13731,2020/2/13 13:16,2
SERVER_13731,2020/2/13 13:17,2
SERVER_13732,2020/4/15 16:23,2
SERVER_13732,2020/4/15 16:26,2
SERVER_13734,2020/10/22 19:43,2
SERVER_13739,2020/7/30 8:33,3
SERVER_1374,2020/5/10 15:15,2
SERVER_13740,2020/11/11 21:34,3
SERVER_13741,2020/8/12 17:23,2
SERVER_13743,2020/3/28 13:08,3
SERVER_13746,2020/6/16 22:54,2
SERVER_13748,2020/4/28 5:57,2
SERVER_1375,2020/9/7 12:17,3
SERVER_13750,2020/10/16 14:43,2
SERVER_13754,2020/10/13 15:43,2
SERVER_13756,2020/9/1 16:16,2
SERVER_13756,2020/11/1 23:06,2
SERVER_13756,2020/11/8 5:11,2
SERVER_13757,2020/3/25 10:11,2
SERVER_13758,2020/7/25 15:43,1
SERVER_13759,2020/3/29 10:42,1
SERVER_13761,2020/11/8 16:12,2
SERVER_13761,2020/11/8 16:18,2
SERVER_13763,2020/10/25 2:04,2
SERVER_13764,2020/2/28 21:13,1
SERVER_13765,2020/9/7 19:14,3
SERVER_13766,2020/3/1 4:32,3
SERVER_13770,2020/1/1 10:57,3
SERVER_13771,2020/7/7 15:00,3
SERVER_13774,2020/3/18 15:18,3
SERVER_13777,2020/7/25 2:05,3
SERVER_13779,2020/6/17 16:57,3
SERVER_13783,2020/7/22 16:35,2
SERVER_13786,2020/7/22 14:08,2
SERVER_13787,2020/6/19 11:41,3
SERVER_13789,2020/3/11 20:28,2
SERVER_1379,2020/4/17 15:50,2
SERVER_13791,2020/2/26 3:23,3
SERVER_13792,2020/8/19 13:48,3
SERVER_13793,2020/8/22 22:01,3
SERVER_13795,2020/3/16 7:20,3
SERVER_138,2020/2/2 1:53,1
SERVER_1380,2020/2/22 21:38,2
SERVER_13802,2020/5/29 19:06,2
SERVER_13809,2020/7/26 2:20,3
SERVER_13811,2020/7/25 21:08,3
SERVER_13813,2020/5/21 2:32,2
SERVER_13813,2020/6/19 12:00,3
SERVER_13814,2020/2/16 12:05,3
SERVER_1382,2020/5/31 20:57,2
SERVER_13822,2020/8/3 0:45,3
SERVER_13822,2020/8/20 9:08,2
SERVER_13823,2020/7/17 17:38,3
SERVER_13824,2020/5/8 16:26,3
SERVER_13825,2020/8/31 10:41,2
SERVER_13827,2020/5/24 10:59,3
SERVER_13831,2020/3/23 14:03,3
SERVER_13832,2020/4/26 20:11,3
SERVER_13834,2020/5/21 6:56,2
SERVER_13836,2020/11/13 16:39,2
SERVER_13837,2020/11/17 15:17,2
SERVER_13839,2020/4/29 19:38,2
SERVER_1384,2020/2/28 13:38,2
SERVER_13841,2020/11/13 16:38,2
SERVER_13841,2020/11/13 16:41,2
SERVER_13842,2020/11/13 16:39,2
SERVER_13843,2020/11/14 2:44,2
SERVER_13844,2020/1/20 20:34,3
SERVER_13847,2020/11/17 21:44,2
SERVER_1385,2020/4/27 21:47,2
SERVER_13850,2020/9/11 10:23,3
SERVER_13852,2020/8/25 2:18,3
SERVER_13853,2020/10/20 21:59,1
SERVER_13854,2020/10/18 22:41,2
SERVER_13856,2020/4/28 16:41,2
SERVER_13859,2020/2/21 14:02,3
SERVER_1386,2020/6/18 6:08,2
SERVER_13860,2020/3/7 21:11,2
SERVER_13865,2020/8/3 0:31,3
SERVER_13866,2020/8/28 23:12,2
SERVER_1387,2020/9/17 9:57,2
SERVER_13870,2020/8/11 7:14,3
SERVER_13870,2020/8/11 10:50,3
SERVER_13871,2020/9/9 15:30,3
SERVER_13872,2020/5/4 17:58,2
SERVER_13872,2020/5/4 18:16,2
SERVER_13873,2020/6/14 14:37,2
SERVER_13873,2020/6/16 1:52,2
SERVER_13877,2020/3/16 1:02,2
SERVER_13878,2020/3/18 23:01,2
SERVER_13878,2020/3/25 14:03,2
SERVER_13879,2020/11/25 9:23,2
SERVER_13880,2020/5/29 0:14,2
SERVER_13880,2020/7/8 0:56,2
SERVER_13882,2020/7/28 22:11,3
SERVER_13883,2020/1/31 19:18,2
SERVER_13884,2020/2/9 18:45,2
SERVER_13884,2020/3/9 4:54,2
SERVER_13884,2020/3/9 8:09,2
SERVER_13884,2020/3/16 4:30,2
SERVER_13884,2020/4/22 17:42,2
SERVER_13884,2020/4/27 21:05,2
SERVER_13884,2020/5/7 5:32,2
SERVER_13884,2020/7/4 7:41,2
SERVER_13888,2020/9/10 17:05,3
SERVER_13889,2020/3/9 6:07,3
SERVER_13890,2020/9/21 17:50,2
SERVER_13891,2020/6/4 0:51,3
SERVER_13892,2020/3/8 19:45,1
SERVER_13893,2020/5/19 10:35,2
SERVER_13894,2020/10/14 19:04,3
SERVER_13894,2020/10/16 15:21,3
SERVER_13895,2020/9/26 4:29,2
SERVER_13897,2020/2/25 12:53,2
SERVER_13898,2020/3/10 16:33,2
SERVER_139,2020/2/28 12:35,2
SERVER_13901,2020/2/1 9:08,3
SERVER_13902,2020/11/17 5:49,2
SERVER_13903,2020/6/4 21:46,2
SERVER_13904,2020/6/16 16:39,2
SERVER_13904,2020/6/18 14:26,2
SERVER_13904,2020/6/18 14:29,2
SERVER_13905,2020/4/20 5:26,2
SERVER_13906,2020/7/30 0:45,3
SERVER_13907,2020/7/23 21:41,2
SERVER_13907,2020/7/24 22:19,2
SERVER_13908,2020/7/5 21:17,2
SERVER_13909,2020/8/11 13:50,2
SERVER_1391,2020/5/9 22:28,2
SERVER_13915,2020/1/15 16:10,2
SERVER_13915,2020/1/15 16:13,2
SERVER_13916,2020/9/26 16:13,1
SERVER_13917,2020/1/20 22:17,2
SERVER_13917,2020/1/21 22:01,2
SERVER_13919,2020/1/15 17:10,2
SERVER_13920,2020/1/27 3:23,2
SERVER_13920,2020/1/27 4:23,1
SERVER_13921,2020/4/5 9:30,2
SERVER_13921,2020/5/2 9:43,2
SERVER_13921,2020/5/6 15:11,2
SERVER_13921,2020/5/6 15:15,2
SERVER_13922,2020/1/23 21:59,2
SERVER_13923,2020/2/23 17:04,2
SERVER_13925,2020/8/9 9:36,2
SERVER_13925,2020/8/9 10:27,2
SERVER_13930,2020/10/25 3:26,2
SERVER_13932,2020/7/4 2:22,2
SERVER_13933,2020/5/19 1:33,1
SERVER_13936,2020/10/31 16:09,3
SERVER_13937,2020/2/8 8:27,2
SERVER_13938,2020/1/17 13:13,2
SERVER_1394,2020/4/17 22:08,2
SERVER_13940,2020/1/13 22:15,2
SERVER_1395,2020/4/2 17:59,3
SERVER_13954,2020/2/16 7:39,2
SERVER_13954,2020/11/14 17:51,2
SERVER_13955,2020/9/14 5:44,2
SERVER_13956,2020/8/17 12:46,2
SERVER_1396,2020/2/19 8:40,3
SERVER_13961,2020/9/26 7:00,2
SERVER_13962,2020/11/3 9:04,2
SERVER_13965,2020/8/21 18:59,3
SERVER_13966,2020/5/28 6:52,2
SERVER_13966,2020/5/28 14:16,2
SERVER_13969,2020/4/14 8:52,2
SERVER_1397,2020/7/16 10:55,2
SERVER_13970,2020/8/27 9:18,2
SERVER_13976,2020/5/3 10:50,1
SERVER_13977,2020/5/18 21:47,2
SERVER_13980,2020/2/28 19:03,2
SERVER_13981,2020/3/18 10:50,2
SERVER_13984,2020/6/15 8:01,2
SERVER_13984,2020/6/16 10:54,2
SERVER_13984,2020/6/16 10:57,2
SERVER_13994,2020/1/2 2:26,2
SERVER_13994,2020/1/29 17:44,2
SERVER_13999,2020/5/24 2:47,2
SERVER_14,2020/9/20 9:58,0
SERVER_14,2020/11/22 1:21,2
SERVER_14002,2020/2/14 5:48,3
SERVER_14004,2020/5/14 4:59,3
SERVER_14006,2020/7/27 3:06,3
SERVER_14009,2020/9/25 12:12,1
SERVER_1401,2020/5/10 10:30,2
SERVER_14010,2020/10/30 16:44,3
SERVER_14011,2020/1/5 14:45,2
SERVER_14012,2020/1/1 21:48,3
SERVER_14013,2020/4/17 2:02,2
SERVER_14013,2020/4/17 2:07,2
SERVER_14015,2020/1/1 16:15,2
SERVER_14015,2020/1/1 16:20,2
SERVER_14016,2020/3/30 22:29,2
SERVER_14019,2020/6/19 18:14,1
SERVER_1402,2020/1/18 17:34,3
SERVER_14027,2020/5/28 9:44,1
SERVER_14028,2020/2/21 15:59,3
SERVER_14028,2020/2/26 12:47,3
SERVER_14029,2020/4/18 5:45,3
SERVER_14030,2020/10/3 5:56,3
SERVER_14031,2020/6/19 9:38,3
SERVER_14032,2020/7/18 20:51,3
SERVER_14033,2020/5/27 6:00,3
SERVER_14035,2020/9/26 1:22,2
SERVER_14035,2020/9/26 1:44,2
SERVER_14039,2020/4/2 12:50,3
SERVER_1404,2020/7/17 13:56,2
SERVER_1404,2020/7/18 18:02,2
SERVER_14041,2020/1/27 19:48,2
SERVER_14042,2020/9/14 8:37,2
SERVER_14043,2020/10/25 3:14,2
SERVER_14044,2020/1/24 12:10,2
SERVER_14045,2020/6/19 15:27,3
SERVER_14047,2020/5/12 23:45,3
SERVER_14050,2020/10/27 21:50,2
SERVER_14051,2020/6/13 17:19,2
SERVER_14052,2020/6/19 18:27,1
SERVER_14053,2020/10/23 17:56,2
SERVER_14054,2020/10/16 10:27,2
SERVER_14056,2020/10/25 3:29,2
SERVER_14057,2020/3/8 23:09,2
SERVER_14058,2020/10/3 21:58,3
SERVER_14059,2020/10/4 15:44,2
SERVER_1406,2020/8/22 5:06,2
SERVER_14061,2020/7/21 19:01,2
SERVER_14061,2020/7/23 10:41,2
SERVER_14062,2020/6/30 12:12,3
SERVER_14063,2020/1/18 12:53,2
SERVER_14063,2020/1/18 18:21,2
SERVER_14066,2020/4/21 2:23,2
SERVER_14067,2020/5/22 10:46,2
SERVER_1407,2020/3/5 11:14,2
SERVER_14072,2020/5/23 20:25,2
SERVER_14074,2020/1/2 19:08,2
SERVER_14075,2020/4/15 2:30,3
SERVER_14076,2020/6/3 14:52,3
SERVER_14078,2020/5/7 20:13,2
SERVER_14078,2020/5/7 20:21,2
SERVER_1408,2020/6/6 10:32,2
SERVER_1408,2020/6/6 14:48,2
SERVER_14080,2020/1/24 11:38,2
SERVER_14085,2020/10/29 11:39,3
SERVER_14086,2020/10/7 13:02,2
SERVER_14090,2020/2/27 18:00,2
SERVER_14091,2020/8/28 16:21,2
SERVER_14092,2020/1/4 4:19,2
SERVER_14092,2020/10/13 3:25,2
SERVER_14094,2020/6/19 18:21,1
SERVER_14095,2020/3/29 10:18,3
SERVER_14096,2020/2/29 18:03,2
SERVER_14098,2020/11/21 16:59,2
SERVER_14098,2020/11/21 17:13,2
SERVER_14098,2020/11/21 20:16,2
SERVER_14099,2020/6/4 12:35,3
SERVER_141,2020/3/26 8:33,1
SERVER_1410,2020/1/26 12:25,2
SERVER_14102,2020/6/20 4:40,2
SERVER_14103,2020/10/29 14:20,2
SERVER_14104,2020/4/10 17:26,3
SERVER_14105,2020/10/30 3:47,3
SERVER_14107,2020/8/26 2:10,1
SERVER_14112,2020/10/25 10:30,1
SERVER_14113,2020/2/23 14:11,1
SERVER_14116,2020/3/15 12:02,3
SERVER_14118,2020/8/2 9:32,3
SERVER_14118,2020/9/21 20:50,3
SERVER_14119,2020/5/9 12:02,3
SERVER_14120,2020/10/19 19:36,3
SERVER_14122,2020/1/3 22:32,2
SERVER_14122,2020/1/3 22:38,2
SERVER_14123,2020/3/30 0:48,3
SERVER_14124,2020/10/17 19:32,3
SERVER_14126,2020/6/19 15:45,3
SERVER_14128,2020/1/3 18:14,3
SERVER_14130,2020/6/7 3:39,3
SERVER_14134,2020/5/9 12:06,3
SERVER_14136,2020/2/13 0:25,2
SERVER_14138,2020/10/12 14:10,3
SERVER_14144,2020/1/10 16:56,3
SERVER_14144,2020/9/17 20:07,3
SERVER_14147,2020/4/13 6:41,2
SERVER_14148,2020/2/16 21:49,2
SERVER_1415,2020/3/28 21:43,2
SERVER_14150,2020/8/31 3:35,3
SERVER_14151,2020/1/29 17:57,2
SERVER_14154,2020/8/4 5:20,3
SERVER_14155,2020/2/6 4:41,3
SERVER_14156,2020/6/16 5:25,3
SERVER_14157,2020/8/2 2:35,3
SERVER_14158,2020/6/19 4:44,3
SERVER_14159,2020/7/26 16:10,3
SERVER_1416,2020/7/29 12:43,2
SERVER_14160,2020/5/21 7:46,3
SERVER_14162,2020/7/10 1:07,3
SERVER_14165,2020/6/12 12:25,2
SERVER_14165,2020/6/12 16:21,2
SERVER_14166,2020/7/10 13:51,3
SERVER_14167,2020/11/11 0:36,2
SERVER_14169,2020/10/1 19:49,3
SERVER_1417,2020/4/20 22:10,1
SERVER_14173,2020/10/10 13:15,1
SERVER_14174,2020/3/28 2:46,1
SERVER_14175,2020/4/8 4:23,3
SERVER_14176,2020/7/8 9:56,2
SERVER_14176,2020/10/13 10:44,2
SERVER_14177,2020/11/8 9:09,2
SERVER_14180,2020/1/18 0:43,2
SERVER_14181,2020/3/30 7:04,2
SERVER_14184,2020/8/23 21:47,2
SERVER_14185,2020/4/9 18:35,3
SERVER_14186,2020/10/13 9:41,2
SERVER_14187,2020/7/1 2:30,2
SERVER_14188,2020/9/27 7:39,1
SERVER_14190,2020/3/28 11:46,2
SERVER_14191,2020/6/4 2:26,2
SERVER_14193,2020/2/24 9:46,2
SERVER_14194,2020/1/13 20:39,2
SERVER_14195,2020/8/9 10:22,2
SERVER_14197,2020/4/17 22:07,2
SERVER_14198,2020/2/6 5:03,2
SERVER_142,2020/5/11 13:50,3
SERVER_1420,2020/7/12 13:42,2
SERVER_14200,2020/3/29 7:09,2
SERVER_14201,2020/10/10 13:04,2
SERVER_14203,2020/5/17 13:08,2
SERVER_14208,2020/9/5 17:37,3
SERVER_14209,2020/11/20 15:08,1
SERVER_14211,2020/5/16 19:56,2
SERVER_14214,2020/4/21 23:50,2
SERVER_1422,2020/3/25 15:42,2
SERVER_14220,2020/3/6 2:36,2
SERVER_14222,2020/9/15 11:11,1
SERVER_14224,2020/4/19 3:36,2
SERVER_14225,2020/6/17 12:15,2
SERVER_14226,2020/6/19 20:45,1
SERVER_14227,2020/4/29 10:36,1
SERVER_1423,2020/4/2 16:43,2
SERVER_1423,2020/4/2 16:46,2
SERVER_1423,2020/4/8 14:18,2
SERVER_14230,2020/5/23 5:37,2
SERVER_14230,2020/6/21 9:58,2
SERVER_14232,2020/5/27 5:19,2
SERVER_14234,2020/5/6 16:10,2
SERVER_14236,2020/2/10 8:35,3
SERVER_14236,2020/2/10 9:54,1
SERVER_14238,2020/10/31 5:24,1
SERVER_1424,2020/1/5 15:12,2
SERVER_1424,2020/1/5 15:15,2
SERVER_14245,2020/9/12 2:57,2
SERVER_14246,2020/4/26 16:51,2
SERVER_14247,2020/2/2 6:08,2
SERVER_14247,2020/2/2 6:17,3
SERVER_14248,2020/8/4 17:49,2
SERVER_1425,2020/7/12 2:14,3
SERVER_14250,2020/10/4 15:19,1
SERVER_14250,2020/10/14 14:30,3
SERVER_14251,2020/5/2 18:07,2
SERVER_14252,2020/4/1 21:31,2
SERVER_14252,2020/4/29 17:04,2
SERVER_14252,2020/9/26 22:22,2
SERVER_14253,2020/6/12 13:15,2
SERVER_14254,2020/3/16 19:06,2
SERVER_14257,2020/2/11 6:35,2
SERVER_1426,2020/1/6 12:12,2
SERVER_1426,2020/1/6 12:16,2
SERVER_14262,2020/6/21 10:51,2
SERVER_14265,2020/7/20 14:05,2
SERVER_14267,2020/3/14 14:50,1
SERVER_14268,2020/4/16 12:48,2
SERVER_14269,2020/2/24 9:05,2
SERVER_14270,2020/2/9 1:21,3
SERVER_14272,2020/4/17 17:19,2
SERVER_14275,2020/8/12 13:41,2
SERVER_14278,2020/4/4 14:41,2
SERVER_1428,2020/3/15 16:06,2
SERVER_14280,2020/5/2 8:45,2
SERVER_14284,2020/9/9 22:46,2
SERVER_1429,2020/11/16 14:22,1
SERVER_1429,2020/11/16 15:00,2
SERVER_14291,2020/6/11 2:06,2
SERVER_14293,2020/5/30 1:48,2
SERVER_14294,2020/9/13 10:09,2
SERVER_14295,2020/6/26 12:14,2
